theta_hat,2.5 %,97.5 %,ml_g_mse,ml_m_log_loss,ml_pi_log_loss,model
0.9595291853041162,0.8323294599720459,1.0867289106361866,1.2214599849518928,0.5722872077695985,0.4166650394797988,lasso
1.0279213961820723,0.9302941809623032,1.1255486114018414,1.5572669404346247,0.5167542017664845,0.40537127969402575,oracle
0.8283241975210678,0.7013264186757714,0.9553219763663642,1.3982568238867819,0.5766949074256005,0.4308609160305041,lasso
0.9431292074616908,0.8328484007566246,1.053410014166757,1.627394443175259,0.5342872559729617,0.4189585456372753,oracle
1.0216854875399866,0.8425198102508538,1.2008511648291194,1.1805948391179215,0.5588206456752973,0.42165096446812445,lasso
1.050708300691039,0.9187734187283815,1.1826431826536963,1.629140143908305,0.53144771597922,0.41038854893591514,oracle
0.8180101900187313,0.705217489970611,0.9308028900668517,1.145373387140241,0.5620520877701934,0.416990798316975,lasso
0.9672285322523885,0.8750492199778808,1.0594078445268962,1.5235914989707877,0.5268395463692014,0.4062830228689744,oracle
0.9640690843281167,0.829022556486972,1.0991156121692613,1.2193833773491853,0.5797333801191621,0.4129908960504113,lasso
0.9778929848916419,0.847497234648906,1.1082887351343778,1.6214511436930195,0.5199727732660652,0.4004738456557617,oracle
1.0401264870215003,0.845528325706457,1.2347246483365437,1.3547817517811906,0.5654621185444494,0.429755911706052,lasso
1.0654005901715053,0.8654618414502179,1.265339338892793,1.555910368305962,0.5229609819678188,0.4169427014883925,oracle
1.13877037580252,0.9457876984917909,1.3317530531132493,1.2607275849627344,0.5803089365536719,0.4290235001956241,lasso
1.0603145408607357,0.9518178282492356,1.168811253472236,1.5666162945265205,0.52199217912089,0.4184469739590684,oracle
0.8235235366850961,0.7342626790978372,0.9127843942723551,1.3424170392765868,0.5706737444308718,0.41668127024142754,lasso
0.8989459904239678,0.7970811961014351,1.0008107847465006,1.6527880351221618,0.5394235926412736,0.4048484960540892,oracle
0.8393782424779429,0.7251032968774186,0.9536531880784672,1.3429584782388087,0.5735639948517285,0.41850865095925754,lasso
