theta_hat,2.5 %,97.5 %,ml_g_mse,ml_m_log_loss,ml_pi_log_loss,model
0.892538900628893,0.8020945688982727,0.9829832323595132,1.6423675332605248,0.5815879127933551,0.5093658936016502,rf
0.8162858894812925,0.7278669053588365,0.9047048736037486,1.6782568718691357,0.5815640671588169,0.5281602844711211,rf
0.9247284419425449,0.8356776832201837,1.013779200664906,1.613024101792227,0.5588155423326289,0.5161194717152192,rf
0.9032843752015814,0.8123911614211913,0.9941775889819716,1.5754793949301835,0.5865589170641993,0.5160199631310616,rf
0.9158356769095338,0.827451693445567,1.0042196603735007,1.5903065893696202,0.6025205341272861,0.5095540990719392,rf
0.9544141465460463,0.8607072450364723,1.0481210480556202,1.6821435139492817,0.5891944009729638,0.5223417227559247,rf
0.9328089857349833,0.8418827657830442,1.0237352056869222,1.6251405204386198,0.5730916659476267,0.527838826484585,rf
0.823005493060824,0.7303424285614821,0.915668557560166,1.787117390655021,0.5650678285979204,0.5182198209953306,rf
0.9779827667755292,0.8847984784960944,1.071167055054964,1.6469560299634558,0.580298192426593,0.5200398233114306,rf
0.9035969381860169,0.8099208129501337,0.9972730634219001,1.6911876921722038,0.5972921860180381,0.5208270985228793,rf
0.9287086711156125,0.8398284503406418,1.0175888918905833,1.573175431516324,0.5854615947750196,0.517804167475493,rf
0.8357970459232683,0.7320470255352185,0.9395470663113181,1.733745083726152,0.5878723930220237,0.5383427580153374,rf
0.8683451240927101,0.7753485121817104,0.9613417360037099,1.7218883523177149,0.5882310176505344,0.5081405833305215,rf
0.9253254224032881,0.8350556576450348,1.0155951871615414,1.5932637949204358,0.5982475536228367,0.5121073143535771,rf
0.9518691489181565,0.8480886090320402,1.055649688804273,1.9106629379943054,0.5756534685570015,0.5287323108333577,rf
0.9266802840695113,0.8341562552800513,1.0192043128589714,1.6151267460071626,0.5862170650771119,0.5241863869718377,rf
0.9207618913239096,0.8286690598850017,1.0128547227628175,1.638494772567041,0.5643787483215315,0.5271942165829718,rf
0.9129768115155227,0.8184828566079931,1.0074707664230522,1.7358811195166424,0.5816786643728864,0.5225493048041374,rf
0.8337586856674197,0.7402788267805209,0.9272385445543185,1.7768635970529412,0.5837469983556332,0.5122813650513109,rf
0.8749827732098213,0.7866772722842894,0.9632882741353532,1.7690875923902858,0.5773899273689691,0.5261065582911073,rf
0.8854947068056307,0.7932733292555192,0.9777160843557422,1.65809907850338,0.5862184622576478,0.5164010018617271,rf
0.9066673747225144,0.8176273942425423,0.9957073552024864,1.658271459469747,0.5603644583025977,0.5211427733894818,rf
0.8816096635267155,0.7882722883999559,0.9749470386534752,1.5698354889796005,0.6059098641989226,0.5231109296002564,rf
0.8155678670685607,0.7221944794363173,0.908941254700804,1.6505261651185419,0.5722150959348945,0.5188220785450834,rf
0.8770212833909554,0.787208954253718,0.9668336125281929,1.5547858021032843,0.5926915405838072,0.5073875639701811,rf
0.813157416262064,0.7173750713544611,0.9089397611696668,1.688188174304126,0.5974754240633844,0.5282857681247953,rf
0.918474956218558,0.8254766974998148,1.0114732149373014,1.6095895064752315,0.5594171453047508,0.5190918813594119,rf
0.9590511693222545,0.85942790328165,1.0586744353628592,1.6603243914951702,0.5722906020795415,0.5214927109605387,rf
0.8651594281957101,0.7725281086543202,0.9577907477371,1.704351145096033,0.5885438729045851,0.5222708410723151,rf
0.8334173916864196,0.7387432984579148,0.9280914849149244,1.8243363696791997,0.5801454725771411,0.5377655314115365,rf
0.8046628041055744,0.7133538799168253,0.8959717282943236,1.6476466294477863,0.6002811881430118,0.5088574683753638,rf
0.8014398901075641,0.7105849348916448,0.8922948453234835,1.7536403949408996,0.588074177549446,0.5290666492084529,rf
0.9799639104381873,0.8857313830497906,1.074196437826584,1.6506433156228293,0.5716582596069325,0.51963617998787,rf
0.924485386003423,0.8295716631454542,1.0193991088613918,1.7352821297027237,0.5793715029479952,0.5412967838606147,rf
0.8616858194084819,0.7668733341015149,0.9564983047154488,1.6517141470797498,0.5801327534808417,0.5271287951939782,rf
0.9062858749804085,0.8138145081745092,0.9987572417863078,1.6539976077613892,0.5941327847782912,0.5267414602018481,rf
0.8107928129761807,0.7226875539966501,0.8988980719557113,1.692012467400029,0.5766482000061299,0.5259864406457623,rf
0.8272227294481269,0.7372087477150083,0.9172367111812455,1.6005100947307205,0.5776211447684124,0.5177454585238555,rf
0.8979725108252571,0.7994241856474082,0.9965208360031059,1.7243330939175887,0.5823385532225497,0.5295221091028208,rf
0.8125193114253388,0.7249413463398966,0.9000972765107811,1.737623643330762,0.5654516479221181,0.523009781548392,rf
0.7977395898228324,0.7052264735449565,0.8902527061007084,1.5970397705560002,0.6175582228366102,0.52944334609366,rf
0.9675672364502255,0.8714174290939862,1.0637170438064647,1.763207756154153,0.5873472074817999,0.5355524835448154,rf
0.944992592505687,0.8513516403976201,1.038633544613754,1.6551373399049873,0.5892198257669772,0.5230757297586554,rf
0.9875572935062561,0.8958836696633419,1.0792309173491703,1.626889069046952,0.6027972592961266,0.5233701804321043,rf
0.9161635494056348,0.8270199809980604,1.0053071178132091,1.6062677781923946,0.5961915218905711,0.5307150519615107,rf
1.027940300265581,0.938464682455357,1.1174159180758048,1.662038181914005,0.5741443260796978,0.518801687260402,rf
0.8224330310713426,0.7334610265638971,0.911405035578788,1.7054473052061185,0.5778006039827522,0.5276892271708834,rf
0.827682627324887,0.7337748196227093,0.9215904350270646,1.6708934441616554,0.5808883477782077,0.5176409141391298,rf
0.8384897655125272,0.7495763658663404,0.927403165158714,1.5985724163491632,0.5745748645426998,0.5253931562543434,rf
0.9322708781142199,0.8447630161454263,1.0197787400830136,1.5549650648835558,0.5623687052472596,0.5104489495920371,rf
0.9552220079460082,0.8536175294121482,1.0568264864798682,1.6729050420592368,0.5700950896584283,0.5398681298223812,rf
0.947651479473386,0.8526537240459489,1.0426492349008232,1.791483117664244,0.5807643284558422,0.5227563543950725,rf
0.9737396549041214,0.8839742718286644,1.0635050379795783,1.5903953070248322,0.5995368089124172,0.510999027962881,rf
0.8546463167731648,0.7614178918415244,0.9478747417048052,1.695018097236541,0.5923085074059947,0.5101853445450654,rf
0.8121473229766603,0.7218866534362665,0.9024079925170541,1.5215164910433978,0.6109207054760953,0.5188632401677655,rf
0.8535221496937629,0.7657990892990816,0.9412452100884443,1.6721771700774613,0.5750709520418257,0.52325940398788,rf
0.8746623581444894,0.7820624204192399,0.967262295869739,1.6526183871484366,0.5780686931651762,0.5135708638458962,rf
0.8604005712119903,0.7662729073804305,0.9545282350435501,1.7479012549872743,0.5619591246312373,0.5208219220215878,rf
0.960703292146803,0.8743886727366849,1.0470179115569211,1.66980804843204,0.5761655845935709,0.5214582844272057,rf
0.9828572512163467,0.8933035185875123,1.0724109838451812,1.6372989670641276,0.5868168493553364,0.517884253048005,rf
0.8680748580348009,0.7729330861903292,0.9632166298792726,1.6316445922223668,0.5859367698015199,0.5238068720063855,rf
0.9050256191375963,0.8173176051988389,0.9927336330763536,1.6717582445507044,0.579357538875528,0.5161047509115927,rf
0.9642469062986286,0.8722272923168637,1.0562665202803936,1.730360556185161,0.5708978583504107,0.5136388918368432,rf
0.9015318769169048,0.8065809728064899,0.9964827810273198,1.8625814131834662,0.5876709145653939,0.5228106250730798,rf
0.8783866174324818,0.7854046363501389,0.9713685985148247,1.7747775219185964,0.5913346293554704,0.5350424304118557,rf
0.8517172462736177,0.7593478294644932,0.9440866630827421,1.6977315554767163,0.5916348659788534,0.5239152090453734,rf
0.8173433782589716,0.7275025612685544,0.9071841952493889,1.6319320605856635,0.6158354940115763,0.5223179339714041,rf
0.9431446989668508,0.8463264612763234,1.0399629366573784,1.6911973509017644,0.5854356306071145,0.5202193400522102,rf
0.8780268854239777,0.783842723946182,0.9722110469017733,1.7432337503126465,0.586077337382929,0.5167603254271285,rf
0.8747960852890269,0.7791847034814076,0.9704074670966462,1.9150450516237834,0.5942532790770277,0.5147196458284391,rf
0.8114161595409086,0.7210135079337415,0.9018188111480757,1.5421332812244624,0.596222692406326,0.520986876554285,rf
0.841340164844194,0.7526110956666829,0.9300692340217052,1.7398724759530826,0.5756828718721684,0.5207614315251806,rf
0.9327137282567665,0.8301475379373858,1.0352799185761472,1.8032861585427797,0.5961473630003001,0.5424250670185908,rf
0.8509174503505929,0.7584784246615791,0.9433564760396066,1.6697623530418635,0.5872572072026978,0.5149989400835798,rf
0.9421564125684684,0.8487601527673192,1.0355526723696176,1.7616263631996978,0.5789840872086084,0.5349274510863087,rf
0.886322637915664,0.7914486763882691,0.9811965994430589,1.6870344681615188,0.5776911698006355,0.5361528248316615,rf
0.9076568241809713,0.8201901835308785,0.9951234648310641,1.5334352416752475,0.576008798565875,0.5144735697582684,rf
0.787764692624655,0.6954741572790726,0.8800552279702374,1.6478920033980908,0.5928760098794772,0.5176875278690943,rf
0.8275628632387749,0.7371747459988145,0.9179509804787354,1.71033452727263,0.5652703649763718,0.5299469105636306,rf
0.8320220449521082,0.7385215024158007,0.9255225874884156,1.6531148248908405,0.5940018295439868,0.5259522493074146,rf
1.0054623122948438,0.9076475679599318,1.1032770566297558,1.7434482065248043,0.5885104363872806,0.5140860470251782,rf
0.902127048319889,0.8054940065977125,0.9987600900420655,1.7194792033901274,0.5897734295434054,0.5252160634370134,rf
0.8156790689071983,0.7209723048927482,0.9103858329216484,1.6453212404460653,0.5977357853382145,0.509963578093491,rf
0.8448123914564539,0.7569158478309753,0.9327089350819325,1.591368761406242,0.6061393218751165,0.5208759967095935,rf
0.9095858501796368,0.813568558126141,1.0056031422331324,1.7761462265635437,0.6130521712491871,0.5217656193147021,rf
0.9799210415700224,0.8874377757797358,1.072404307360309,1.6107274118202626,0.5733170095568779,0.503222520870212,rf
0.8847301964090469,0.7903834897970071,0.9790769030210867,1.752904787398177,0.5916590644354545,0.5278537811922622,rf
0.8876856105298593,0.7956186412048142,0.9797525798549044,1.5878280900146695,0.590121897412701,0.5259807324828216,rf
0.8847327032242592,0.7965180423240577,0.9729473641244608,1.7366489981069653,0.578998496309217,0.5180800552118512,rf
0.91310818264995,0.8184583003400101,1.0077580649598898,1.6977109959597776,0.5895972942945148,0.5134402295901527,rf
0.9009492056478148,0.8047682057837022,0.9971302055119273,1.708689012723257,0.569416646282815,0.5308387074065477,rf
