theta_hat,2.5 %,97.5 %,ml_g_mse,ml_m_log_loss,ml_pi_log_loss,model
0.9270973303948857,0.8338831910160979,1.0203114697736737,1.614831360637794,0.5712433372818028,0.5076915726223553,rf
0.8346389656327317,0.7447516062706742,0.9245263249947892,1.685858279077559,0.5730926820860531,0.5241698897180975,rf
0.9280082274865225,0.8348558858756426,1.0211605690974022,1.6001020845073215,0.5479802405008389,0.5180194698774522,rf
0.8907264337434527,0.7963284262286551,0.9851244412582504,1.60989025259595,0.5660684303585092,0.5133663921342788,rf
0.9330946320902903,0.8421271455488061,1.0240621186317747,1.5958312689607668,0.5766981185478177,0.5118470970276279,rf
0.9661290547327821,0.8719420957671539,1.0603160136984104,1.6851478694319855,0.5748879610271914,0.5195969958962584,rf
0.9353476231933573,0.8450348520007714,1.0256603943859433,1.6413270793834065,0.5574668498137929,0.5236483702565065,rf
0.8439576835670666,0.747913382255956,0.9400019848781771,1.8087719099570414,0.5469059126464426,0.5143009799761608,rf
0.9762096807683948,0.8843028697189516,1.068116491817838,1.6387706779927733,0.574590011631633,0.5204211359126787,rf
0.9161486019613113,0.8224119556336872,1.0098852482889356,1.6907986127719434,0.5768940654522826,0.520234024700128,rf
0.9292295701668215,0.8384413103678838,1.0200178299657592,1.5879052511483152,0.5724446533153182,0.5157683272366945,rf
0.83737622153514,0.7346871812332162,0.9400652618370638,1.7491823270556968,0.5612336189029822,0.5400848291070668,rf
0.8678897604013524,0.7746041165645762,0.9611754042381285,1.7164648296236173,0.5831227650655024,0.5090448042641542,rf
0.9215976702749539,0.8296695085985828,1.013525831951325,1.5982725013466104,0.5839398265489558,0.5088151518254228,rf
0.9536707520557748,0.8516990162068573,1.0556424879046924,1.9444217179113572,0.5578985464162215,0.5287704020236131,rf
0.9407196243274007,0.8480175771166645,1.033421671538137,1.606699892656564,0.5720307546025644,0.5214368260456822,rf
0.9171300438903939,0.8234616561167986,1.0107984316639893,1.6556549830001568,0.5442341758458819,0.5270396328495819,rf
0.9149282144253207,0.8202195300363864,1.009636898814255,1.7489139878547673,0.5702162817356476,0.5230443680804694,rf
0.8502869138837243,0.755501690145822,0.9450721376216267,1.7444123110459215,0.562713949352421,0.5148960830377847,rf
0.8863245976197921,0.7961168941227456,0.9765323011168386,1.7654271397920158,0.5596961393488745,0.5253646173474956,rf
0.8977944303005606,0.8040346316429102,0.991554228958211,1.6539008081468862,0.566906973570548,0.5138156133754468,rf
0.8982767157048344,0.809609106832745,0.9869443245769237,1.6749671980276792,0.5335960191749549,0.5178832989301276,rf
0.8760036704556253,0.7814097021530357,0.9705976387582149,1.592907556898995,0.586153583800252,0.5213163450935502,rf
0.815473666602729,0.7239316858606274,0.9070156473448306,1.6373056593319435,0.5640148643283663,0.5155695863479204,rf
0.871048002383293,0.7797564328715645,0.9623395718950216,1.5353349635945597,0.5865914563452341,0.5076661947470018,rf
0.8211561184235169,0.7252197086725435,0.9170925281744903,1.6665810308709728,0.5902371528999331,0.5275711844147478,rf
0.9381001689654492,0.8435082703349153,1.0326920675959832,1.6607581887179679,0.5393444882769448,0.5178336865253447,rf
0.9520975610814039,0.8536071990762463,1.0505879230865613,1.6651070645783148,0.5656633644720392,0.5177549761280296,rf
0.8703907534503613,0.7758107015422663,0.9649708053584564,1.7344421598565083,0.5595181891967947,0.522104864813367,rf
0.8448776972590218,0.7490216444942313,0.9407337500238124,1.8107573598516553,0.5623119671639079,0.5381361764139736,rf
0.7955707076339124,0.7040734516502467,0.887067963617578,1.6709717553092875,0.5842349781004554,0.5076349018687383,rf
0.812866259185786,0.7218688979469087,0.9038636204246634,1.743872326043709,0.5658479006899053,0.5252072524285756,rf
0.977989552343848,0.8837855822413192,1.0721935224463768,1.6378033637497478,0.5563397602685706,0.5140723845974388,rf
0.9289415003259408,0.8335435053332373,1.0243394953186442,1.7387122488451756,0.5705519225336103,0.5420505763597787,rf
0.86186862572698,0.7668104933807355,0.9569267580732245,1.6395996933557369,0.5722332981228094,0.5263425782433233,rf
0.9139174412322258,0.8217214232115658,1.006113459252886,1.674465613921753,0.571367067695647,0.519639457825902,rf
0.8210968322341414,0.7297506137499826,0.9124430507183002,1.707076151197521,0.5484159191613608,0.5278648547160046,rf
0.8285467681076588,0.7370692589041943,0.9200242773111234,1.6000924020030083,0.5648230570260171,0.5195163205322589,rf
0.9001731521995769,0.8008790128850974,0.9994672915140564,1.7086532123594325,0.5706465704458437,0.5306206693908606,rf
0.8064491837423177,0.7179265473247601,0.8949718201598752,1.7608036572827495,0.5620057476636438,0.5207384892473214,rf
0.8049195987445781,0.712806554724219,0.8970326427649371,1.6022381447931526,0.6100919504053979,0.5281868648774842,rf
1.0052381479985155,0.907183710651327,1.103292585345704,1.7759030311359818,0.5693818936021501,0.5303102596574211,rf
0.9297521664368117,0.8367520999958594,1.0227522328777638,1.5981728232743668,0.5754347085700026,0.5199458334355759,rf
0.9931199496794176,0.9001870887845236,1.0860528105743117,1.6003861647977222,0.5813645771008223,0.5257210292549357,rf
