tuning,model,coef_d,std err_d,t_d,P>|t|_d,2.5 %_d,97.5 %_d
no_tune,lasso,0.4928414624605002,1.4845171217201836,0.33198772533483506,0.7398985276413741,-2.4167586305441233,3.4024415554651233
no_tune,rf,0.6260621729194588,0.4259999255244641,1.4696297708237642,0.14166205270650492,-0.2088823385252362,1.4610066843641536
no_tune,xgb,41.42325791341924,75.14809226620687,0.5512216832688213,0.5814817176982645,-105.8642964352392,188.71081226207767
tune,lasso,0.3375908188830166,0.3179744488001334,1.0616916552789224,0.288375688879315,-0.28562764876922025,0.9608092865352535
tune,rf,0.6657961496572797,0.3977624520658604,1.6738536938299018,0.09415935673702235,-0.1138039307941463,1.4453962301087058
tune,xgb,0.41033461888239664,0.7496544853400168,0.547364988680463,0.584128003631984,-1.0589611732329463,1.8796304109977395
