theta_hat,2.5 %,97.5 %,ml_m_log_loss,ml_pi_log_loss,model,combined_loss,bias,ml_g_rmse
0.8229049121726072,0.7368388987829,0.9089709255623144,0.6457947270360668,0.4268523842900525,lasso,1.2443131088371544,-0.1770950878273928,1.0770513376962074
0.866218822618787,0.7924425013949931,0.939995143842581,0.6543168284236835,0.5240422509843587,rf,1.45574229816544,-0.13378117738121298,1.1114845348282092
1.005361077466636,0.9035741529085664,1.107148002024705,0.6389380456808171,0.4491672057976296,xgb,1.4302023644328703,0.005361077466635944,1.1464715780276449
0.9871179268138498,0.9002945126447477,1.073941340982952,0.4740871499978052,0.4236769904517781,oracle,0.7553587056710531,-0.0128820731861502,0.9172664146996818
0.8981616040860101,0.8109518510288197,0.9853713571432001,0.6463498670468558,0.46668728035734697,stacking,1.376752590478488,-0.10183839591398995,1.1120303554640747
0.8162451536529097,0.7041743420019391,0.9283159653038804,0.6355761102463116,0.4567810859702282,lasso,1.335405989530847,-0.18375484634709027,1.1056669366900567
0.7975647006732355,0.7188295248662191,0.8762998764802519,0.650747482037106,0.553874291314865,rf,1.5767990227430109,-0.20243529932676452,1.1440969206580762
0.8128527686981878,0.6955225540701524,0.9301829833262232,0.6279922002374476,0.4779898726069448,xgb,1.4834667029843178,-0.1871472313018122,1.1581501231944653
0.9923745690484014,0.9112272997506036,1.073521838346199,0.4740932008410745,0.4373557174104817,oracle,0.8125220339582819,-0.007625430951598622,0.9441726295301627
0.808887541008111,0.7061754736461036,0.9115996083701186,0.6381052641736217,0.49621508329734604,stacking,1.4652239050860585,-0.191112458991889,1.1361879020954562
0.7993557607577213,0.7105115893566939,0.8881999321587487,0.6318994042404041,0.4305820312774302,lasso,1.40957455013988,-0.2006442392422787,1.1518166436174981
0.8870468873478294,0.8138424791912113,0.9602512955044477,0.6311695568951623,0.52524353021202,rf,1.558271840528925,-0.11295311265217056,1.1608206155778655
0.9829389877433236,0.8588861116011078,1.1069918638855396,0.6168351764430772,0.4393078310214798,xgb,1.4023462459004696,-0.017061012256676444,1.1523018632057622
0.9842956368894884,0.8535070648907129,1.1150842088882635,0.4740922518559267,0.4423623979527643,oracle,0.8470496640147039,-0.0157043631105116,0.961388555108353
0.889780545282958,0.7944133933830044,0.985147697182912,0.6266347125262145,0.46504446417031,stacking,1.456730878856425,-0.1102194547170419,1.1549871090207493
0.8799998965897308,0.7753520844230478,0.9846477087564136,0.6349874601642915,0.4292089667123793,lasso,1.2231700504878174,-0.12000010341026923,1.0720931500571946
0.7785269116544893,0.703866901740197,0.8531869215687816,0.6275481916137782,0.5242571005723639,rf,1.4587541038053544,-0.22147308834551072,1.1253860063151138
0.9001267356880073,0.7333044367293234,1.066949034646691,0.6223025305885891,0.4524542469388095,xgb,1.3593939745472432,-0.09987326431199273,1.1246504828613928
0.9329060932492428,0.832350394225736,1.0334617922727496,0.4740762293048863,0.4408679000902769,oracle,0.7733986517956996,-0.06709390675075722,0.9193998273980296
0.8528845146440758,0.737507807630856,0.9682612216572953,0.6282793941222197,0.46864010474118417,stacking,1.3471060429468047,-0.14711548535592422,1.1076576026627547
0.8295520096206584,0.7386129115753788,0.920491107665938,0.6575259891792101,0.42985020250603,lasso,1.2832959838017097,-0.17044799037934155,1.0863593527018491
0.8005204637170552,0.7263077628071735,0.874733164626937,0.6716216745276519,0.5296240009602258,rf,1.513187848510189,-0.1994795362829448,1.1223556674898454
0.8448128378367934,0.746846647092459,0.9427790285811278,0.6714756963451537,0.4461731003838681,xgb,1.4338165669203595,-0.1551871621632066,1.1326458018272814
1.0693389429269704,0.9806459848427757,1.1580319010111653,0.4740453193309965,0.4223559990674952,oracle,0.7702380718167157,0.0693389429269704,0.9269605409408195
0.8249617703915023,0.7372557738250037,0.912667766958001,0.666874453350672,0.4685491012833746,stacking,1.4101001330774194,-0.17503822960849766,1.1139637037693106
1.178196261980604,0.9447851293333932,1.411607394627815,0.6097755483274263,0.4436704521740712,lasso,1.2559075791740941,0.1781962619806039,1.0918744444290691
0.876352030247994,0.7972556225576097,0.9554484379383784,0.6482348825027203,0.5383235347043045,rf,1.5200876062352409,-0.12364796975200598,1.1318522716049988
1.048535670604427,0.8693638272887235,1.2277075139201306,0.5988985286887899,0.4615299911344721,xgb,1.3995064101315637,0.048535670604427095,1.148806135311991
1.0209920676199935,0.9204512222838253,1.1215329129561624,0.4740974832404113,0.4241828758138238,oracle,0.8028663227730032,0.020992067619993504,0.9454001539341299
1.0343613209443416,0.8704681930599089,1.1982544488287747,0.6189696531729788,0.4811746593376159,stacking,1.3918338651802997,0.03436132094434167,1.1244309529216925
1.045118719863732,0.896092081883522,1.194145357843942,0.6323459841824256,0.4442961881458729,lasso,1.2722840866901852,0.04511871986373195,1.087067104835762
0.8659839376715962,0.7908300891144148,0.9411377862287776,0.6475363956680275,0.5451598173768919,rf,1.5796707072684868,-0.1340160623284038,1.1508490465989758
1.0433051420567945,0.8770650902931179,1.2095451938204709,0.6446389473307695,0.4665707400513297,xgb,1.4619695900759377,0.04330514205679448,1.147020447882414
0.9777143738870148,0.8989278250281736,1.0565009227458555,0.4740892330679413,0.4325942689602128,oracle,0.7923669885880181,-0.022285626112985235,0.9348357884248568
0.9848025998640408,0.8546624204303516,1.1149427792977302,0.6415071090604075,0.48534224852469815,stacking,1.4379747946782035,-0.015197400135959124,1.1286901444202406
0.9213322970470156,0.7974731729915343,1.045191421102497,0.6285465565574397,0.4376106859735131,lasso,1.2900086345347417,-0.07866770295298442,1.0999822517807243
0.7783958289975408,0.700476092618797,0.8563155653762846,0.6548732941323175,0.5371088212337478,rf,1.554020514961024,-0.22160417100245922,1.1418091113205122
0.8312158346455544,0.684905421780841,0.9775262475102676,0.6226931588143022,0.4812173016906002,xgb,1.447969639389368,-0.16878416535444563,1.1452829716215016
0.9886584457582618,0.9106944927689,1.0666223987476238,0.4741129850790236,0.4143775312315543,oracle,0.7665862704225701,-0.011341554241738216,0.9288682537799546
0.8436479868967036,0.7276182291303908,0.9596777446630164,0.6353710031680198,0.48531226963262036,stacking,1.4306662629617113,-0.1563520131032964,1.129212422592742
0.9629514059205552,0.8139476712831544,1.111955140557956,0.6287738285251121,0.4324860182604913,lasso,1.3695277591997244,-0.03704859407944483,1.1359901176528036
0.8820760366216327,0.8045459083049263,0.9596061649383392,0.6453006570406912,0.5371669496446038,rf,1.5982963354313884,-0.1179239633783673,1.162609923962852
0.9244515814493416,0.7852428857876894,1.0636602771109938,0.6283891095697989,0.4656300831649984,xgb,1.570311760422989,-0.07554841855065841,1.1980652486300551
0.8125193874510943,0.4101582365684176,1.214880538333771,0.4740198661893902,0.4150759014593127,oracle,0.8089391812243619,-0.1874806125489057,0.953857863029266
0.9231596746638431,0.8012454884585901,1.0450738608690961,0.6341545317118674,0.4784276836900312,stacking,1.5127119516847005,-0.07684032533615685,1.1658324240182398
0.8348637153573718,0.7373208796543299,0.9324065510604136,0.652168424962491,0.4411798354062103,lasso,1.2606666860541502,-0.1651362846426282,1.073793767963818
0.8951503580120456,0.8162529075591862,0.9740478084649048,0.6647427692621781,0.5384334773794844,rf,1.570427486819615,-0.10484964198795443,1.1424687228485089
0.952006309834752,0.8364220742702577,1.0675905453992465,0.6479030679327377,0.4706123307097065,xgb,1.5160603725212536,-0.047993690165248015,1.1642259207356744
0.9212507531466664,0.8258006208821689,1.016700885411164,0.4740768090740068,0.439655760832761,oracle,0.8058430063304866,-0.07874924685333362,0.93910827590646
0.8940067944013897,0.796665287161258,0.9913483016415215,0.6549380873858022,0.48340854783180043,stacking,1.449051515131673,-0.10599320559861021,1.12748833450253
0.9975557487956376,0.8317398265581404,1.1633716710331348,0.6511628869430005,0.4380864837649962,lasso,1.323220345045087,-0.0024442512043624243,1.1021797459319238
0.7676645511662645,0.6906329423177213,0.8446961600148077,0.6702196410491685,0.5347747814286828,rf,1.735288089961085,-0.23233544883373547,1.2000332367589046
0.9600385557830674,0.7667050685050851,1.1533720430610497,0.6505677304023534,0.4613361826784877,xgb,1.5651087736539333,-0.039961444216932596,1.186420476747221
0.9372916287984948,0.8043331521003527,1.0702501054966371,0.4740741480511756,0.4313632883219888,oracle,0.8069803597417774,-0.06270837120150519,0.944065786936495
0.9084196185816565,0.7630259457936489,1.053813291369664,0.6573167527981741,0.4780658159573889,stacking,1.541205736220035,-0.0915803814183435,1.1636828762329992
0.785251478773026,0.6751778883061232,0.8953250692399288,0.6329188862785808,0.4565029486051309,lasso,1.3369795098234296,-0.21474852122697397,1.1078075942600447
0.8053560845899858,0.7260050812618177,0.8847070879181538,0.6374135074875799,0.550885883866469,rf,1.5353654228737115,-0.19464391541001425,1.136692358943814
0.8702751744241725,0.7520698769124867,0.9884804719358582,0.6271829396619791,0.4846212287928984,xgb,1.4811339185987733,-0.12972482557582754,1.1542051686549295
0.8848377906389187,0.7278087941263034,1.041866787151534,0.474058230776974,0.4373209354557341,oracle,0.7999747195736561,-0.11516220936108135,0.9368899561106663
0.8202942459290613,0.7177509488268092,0.9228375430313136,0.6325051111427133,0.4973366870881661,stacking,1.4511596170986383,-0.17970575407093858,1.1330632162610104
0.8108262453478116,0.7105313581487134,0.9111211325469096,0.6500171629148994,0.4213636612146464,lasso,1.2366085876925594,-0.18917375465218844,1.0743460578340742
0.8217996248335194,0.7454472473263378,0.898152002340701,0.6529597275472961,0.522244344907117,rf,1.559015981198918,-0.17820037516648057,1.1517776308625223
0.9369450879907916,0.7577782054839742,1.1161119704976088,0.6398151979512255,0.4383431000680594,xgb,1.430338962957118,-0.06305491200920843,1.1518030379658102
0.9302800710458898,0.8366804063430993,1.0238797357486804,0.4740351452895243,0.4025546708656183,oracle,0.7932970128573618,-0.06971992895411017,0.9513048240048536
0.8565236527240409,0.7379189369863418,0.9751283684617397,0.6475973628044738,0.460650368729941,stacking,1.4086545106161985,-0.14347634727595915,1.1265672640379965
1.0038304614398126,0.812134604249348,1.1955263186302771,0.6542440544984498,0.4239468787413261,lasso,1.2782405277546234,0.0038304614398125825,1.0888259274027008
0.8616587864531761,0.7855620363142278,0.9377555365921244,0.6593752282655831,0.5304429068755342,rf,1.5043671566906733,-0.13834121354682394,1.1244408883930774
0.9171889075234598,0.8028161725756953,1.0315616424712244,0.6546540497834105,0.451665355012637,xgb,1.4534775528607693,-0.08281109247654017,1.146209225197797
0.9669377157404349,0.8509227293338277,1.082952702147042,0.4741142707081276,0.4302542794356098,oracle,0.7774132031096963,-0.033062284259565144,0.9271568909962877
0.9275593851388161,0.8001709377130904,1.054947832564542,0.6560911108491477,0.4686850468764991,stacking,1.4120284124353553,-0.07244061486118385,1.1200751164695903
1.051799779428758,0.8814201419399644,1.2221794169175515,0.6244376926377281,0.4522532489404675,lasso,1.432033915052981,0.05179977942875791,1.1532703379580946
0.8965068706853847,0.8190177693218302,0.9739959720489392,0.6442661172809095,0.5394798143630408,rf,1.5622394753939952,-0.1034931293146153,1.1488003364146113
0.9988392566910604,0.864676876228781,1.1330016371533396,0.6261541181107487,0.4739791269057529,xgb,1.5349089842132873,-0.0011607433089395602,1.1811870302189198
1.0614624268389907,0.9351561354016448,1.1877687182763368,0.4740669908011332,0.4421491357920004,oracle,0.8385953839628949,0.061462426838990725,0.9567032910324089
0.9823819689350678,0.8550382624968585,1.1097256753732767,0.6316193093431287,0.4885707300697537,stacking,1.5097274582200877,-0.017618031064932316,1.161174331688642
0.9414058695383104,0.8205453991833489,1.062266339893272,0.6529393066880275,0.4390753362459933,lasso,1.3277514862178068,-0.0585941304616896,1.1026664660754433
0.8381502469055285,0.7602800061444736,0.9160204876665836,0.6583633807223184,0.5376512269222402,rf,1.5397571472934355,-0.16184975309447147,1.1346394316677653
0.91692862515144,0.8093041065598334,1.0245531437430468,0.6503751629497101,0.4611752888262619,xgb,1.4707357612105205,-0.08307137484855998,1.1502777956630548
0.9631356582846188,0.8642772655749479,1.0619940509942896,0.474082632549347,0.4401988973984293,oracle,0.7931742113727709,-0.03686434171538122,0.9314173415186171
0.8988282471984262,0.7967098372958853,1.0009466571009675,0.6538926167866853,0.4793006173314985,stacking,1.4460814649072544,-0.10117175280157369,1.1293684049795432
1.0170060660254097,0.8537082902198757,1.1803038418309435,0.6443632286009124,0.4493508442615152,lasso,1.2853695305562967,0.01700606602540966,1.084081917130676
0.8587673418849048,0.7815080276966766,0.936026656073133,0.6431627079012784,0.5432476925124098,rf,1.5191624766849428,-0.14123265811509522,1.1315783763278287
0.9277671241408306,0.7701975112361871,1.0853367370454745,0.639584863246904,0.4636185371857204,xgb,1.4809429385258197,-0.07223287585916938,1.1586209223834134
0.992709618419022,0.910627865717746,1.074791371120298,0.474111793398585,0.4141606470168884,oracle,0.815276505452687,-0.007290381580977945,0.9580305750629933
0.9345135106837151,0.8018046097175798,1.0672224116498503,0.6423702665830316,0.4854056913198818,stacking,1.4284916485890198,-0.06548648931628498,1.1251823062074635
0.9337872684035948,0.7602518368563392,1.1073226999508503,0.6364586281058392,0.4504497816591236,lasso,1.480284091472568,-0.06621273159640517,1.167013987454619
0.772579605331451,0.6923944143844809,0.8527647962784211,0.6488483874385731,0.5427768804217105,rf,1.5573571727408813,-0.22742039466854902,1.1432053860251854
0.8189934332837179,0.7094833126432634,0.9285035539241724,0.6309144899107172,0.4752925409118461,xgb,1.4904551948639577,-0.18100656671628212,1.1607568501766745
0.942183900078288,0.8600322452500971,1.0243355549064792,0.4740905474338267,0.4276555872973679,oracle,0.8430141676378928,-0.057816099921711994,0.966886044684722
0.8417867690062545,0.7207098546280278,0.9628636833844814,0.6387405018183765,0.48950640099756004,stacking,1.5093654863591357,-0.15821323099374543,1.1570359641174797
